,회원번호,회원상태,성별,나이,등록카드,결혼,구독여부,주소지,세부주소지
3572,543199232,정상회원,여,52,국민은행,미혼,True,강원도,원주시
3573,543301312,정상회원,여,40,연결앱결제,미혼,,경기도,용인시
3574,543325440,정상회원,여,59,롯데카드,미혼,False,경기도,가평군
3575,543462784,정상회원,여,32,현대카드,미혼,True,경기도,수원시
3576,543603840,정상회원,여,38,농협중앙회,미혼,False,경기도,안성시
3577,543720768,정상회원,여,34,국민은행,기혼,False,경기도,안산시
3578,543891520,정상회원,여,39,신한은행,,False,서울특별시,서초구
3579,544143936,정상회원,여,36,신한은행,기혼,True,광주광역시,서구
3580,544181056,정상회원,여,40,우리은행,기혼,False,경기도,부천시
3581,544340672,정상회원,여,35,미래에셋증권,,False,울산광역시,울주군
3582,544351808,정상회원,여,47,우체국,기혼,False,경상남도,창원시
3583,544570816,정상회원,여,33,농협중앙회,,False,서울특별시,성북구
3584,544626496,정상회원,여,33,연결앱결제,기혼,False,경상남도,양산시
3585,544901184,정상회원,여,38,우리은행,미혼,False,광주광역시,광산구
3586,544917888,정상회원,남,46,연결앱결제,,False,부산광역시,수영구
3587,545045952,정상회원,여,49,삼성카드,,False,서울특별시,강서구
3588,545207424,정상회원,여,35,연결앱결제,기혼,,서울특별시,마포구
3589,545428288,탈퇴,여,61,연결앱결제,기혼,False,충청남도,천안시
3590,545480256,정상회원,여,41,국민카드,기혼,False,부산광역시,중구
3591,545615744,정상회원,여,39,연결앱결제,,False,서울특별시,강남구
3592,545834752,정상회원,여,35,신한은행,,False,인천광역시,남동구
3593,546038912,정상회원,여,48,부산은행,기혼,False,부산광역시,금정구
3594,546087168,정상회원,여,40,농협중앙회,미혼,False,경기도,광주시
3595,546116864,정상회원,여,33,연결앱결제,미혼,True,경상남도,사천시
3596,546122432,정상회원,여,37,농협중앙회,미혼,,경기도,수원시
3597,546196672,정상회원,여,40,연결앱결제,기혼,False,경상남도,거제시
3598,546393408,정상회원,여,71,롯데카드,기혼,False,경상남도,양산시
3599,546543744,정상회원,여,35,대구은행,기혼,True,경상북도,구미시
3600,546554880,정상회원,여,39,연결앱결제,기혼,False,충청북도,청주시
3601,546564160,정상회원,여,26,하나은행,기혼,True,서울특별시,관악구
3602,547068992,정상회원,여,39,하나은행,기혼,True,인천광역시,남동구
3603,547258304,정상회원,여,29,롯데카드,미혼,True,경상남도,양산시
3604,547273152,정상회원,여,29,롯데카드,기혼,,경상남도,사천시
3605,547315840,정상회원,여,28,국민카드,기혼,,부산광역시,기장군
3606,547334400,정상회원,여,37,새마을금고,,True,전라북도,순창군
3607,547345536,정상회원,여,41,연결앱결제,,False,충청남도,서산시
3608,547451328,정상회원,여,40,신한은행,미혼,True,경상북도,경산시
3609,547455040,정상회원,여,58,기업은행,미혼,False,경상남도,창원시
3610,547570112,정상회원,여,29,대구은행,미혼,False,경기도,성남시
3611,547752000,정상회원,여,43,신한은행,,False,부산광역시,사하구
3612,547833664,정상회원,여,36,현대카드,,False,경상남도,거창군
3613,547919040,정상회원,여,32,BC카드,기혼,False,전라북도,순창군
3614,547954304,정상회원,여,49,농협중앙회,기혼,False,강원도,강릉시
3615,548171456,정상회원,여,44,국민은행,,False,경기도,안산시
3616,548177024,정상회원,여,51,롯데카드,미혼,,경상북도,울진군
3617,548293952,정상회원,여,72,연결앱결제,미혼,False,부산광역시,금정구
3618,548438720,정상회원,여,72,롯데카드,미혼,False,서울특별시,동작구
3619,548557504,정상회원,여,44,SC제일은행,미혼,False,대전광역시,서구
3620,548689280,정상회원,여,52,신한은행,미혼,True,서울특별시,마포구
3621,548776512,정상회원,여,36,농협중앙회,기혼,,서울특별시,강동구
3622,548852608,정상회원,여,68,국민은행,미혼,False,경기도,화성시
3623,548962112,정상회원,여,37,롯데카드,미혼,False,대전광역시,동구
3624,549116160,정상회원,여,39,농협중앙회,미혼,True,울산광역시,울주군
3625,549344448,정상회원,남,56,현대카드,,,전라남도,장성군
3626,549370432,정상회원,여,39,롯데카드,기혼,True,서울특별시,중구
3627,549556032,정상회원,여,37,국민은행,기혼,False,경상남도,창원시
3628,549619136,정상회원,여,45,국민은행,미혼,False,부산광역시,수영구
3629,549626560,정상회원,여,55,미래에셋증권,기혼,,충청남도,천안시
3630,549630272,정상회원,여,44,대구은행,기혼,,대전광역시,중구
3631,549674816,정상회원,여,71,국민은행,미혼,False,부산광역시,영도구
3632,549884544,정상회원,여,43,농협중앙회,기혼,False,강원도,동해시
3633,549975488,정상회원,여,68,현대카드,,False,경상북도,구미시
3634,549984768,정상회원,여,32,롯데카드,기혼,False,전라남도,여수시
3635,550057152,정상회원,여,33,롯데카드,기혼,False,경기도,안산시
3636,550190784,정상회원,여,47,하나은행,기혼,False,경기도,고양시
3637,550242752,정상회원,여,34,하나은행,미혼,False,전라북도,군산시
3638,550285440,정상회원,여,44,롯데카드,미혼,False,부산광역시,금정구
3639,550287296,정상회원,여,59,롯데카드,미혼,False,경상북도,칠곡군
3640,550458048,정상회원,여,33,롯데카드,미혼,False,서울특별시,강서구
3641,550888640,정상회원,여,35,농협중앙회,미혼,False,경기도,화성시
3642,550940608,정상회원,여,56,국민카드,미혼,False,서울특별시,광진구
3643,551009280,정상회원,여,57,국민은행,미혼,False,경상남도,거제시
3644,551079808,정상회원,여,42,우리은행,미혼,False,경상북도,경산시
3645,551126208,정상회원,여,43,우리은행,미혼,False,경기도,포천시
3646,551180032,정상회원,여,39,연결앱결제,,False,강원도,원주시
3647,551187456,정상회원,여,34,우리은행,미혼,False,인천광역시,남동구
3648,551304384,정상회원,여,35,롯데카드,,False,대구광역시,달서구
3649,551436160,정상회원,여,39,연결앱결제,기혼,False,울산광역시,울주군
3650,551588352,정상회원,여,45,롯데카드,기혼,False,경기도,의정부시
3651,551621760,정상회원,여,24,BC카드,,,경상남도,양산시
3652,551694144,정상회원,여,51,우리은행,미혼,False,부산광역시,남구
3653,551736832,정상회원,여,34,우체국,미혼,False,경기도,구리시
3654,551863040,정상회원,여,63,우리은행,,False,경기도,부천시
3655,552070912,정상회원,여,46,국민은행,미혼,False,대구광역시,북구
3656,552124736,정상회원,여,36,BC카드,미혼,False,경기도,화성시
3657,552228672,정상회원,여,45,대구은행,기혼,False,경기도,용인시
3658,552664832,정상회원,여,68,롯데카드,기혼,False,울산광역시,남구
3659,552670400,정상회원,여,52,기업은행,미혼,True,충청북도,제천시
3660,552729792,탈퇴,여,57,롯데카드,미혼,False,경상남도,거제시
3661,553008192,정상회원,여,63,부산은행,,False,경상남도,사천시
3662,553065728,정상회원,여,67,연결앱결제,기혼,True,부산광역시,연제구
3663,553115840,정상회원,여,34,신한은행,기혼,,경상북도,경산시
3664,553225344,정상회원,여,37,우리은행,미혼,False,대구광역시,달서구
3665,553331136,정상회원,여,46,신한은행,미혼,False,부산광역시,수영구
3666,553466624,탈퇴,여,56,국민은행,,True,충청북도,진천군
3667,553680064,정상회원,여,53,신한은행,기혼,False,서울특별시,서초구
3668,553720896,정상회원,여,69,롯데카드,기혼,True,광주광역시,광산구
3669,553793280,정상회원,여,43,외환은행,기혼,,광주광역시,북구
3670,553817408,정상회원,여,58,농협중앙회,미혼,False,서울특별시,양천구
3671,553835968,정상회원,여,41,우리은행,기혼,False,서울특별시,성북구
3672,553874944,정상회원,여,59,농협중앙회,기혼,False,부산광역시,동구
3673,554028992,탈퇴,여,44,기업은행,미혼,False,서울특별시,강남구
3674,554045696,정상회원,여,40,우리은행,기혼,False,경기도,화성시
3675,554155200,탈퇴신청,여,56,국민은행,,True,경기도,김포시
3676,554166336,정상회원,남,60,하나은행,기혼,False,대전광역시,중구
3677,554216448,정상회원,여,68,연결앱결제,미혼,False,강원도,태백시
3678,554236864,정상회원,여,29,국민은행,미혼,False,강원도,춘천시
3679,554364928,정상회원,여,32,국민은행,,False,경기도,양평군
3680,554437312,정상회원,여,55,연결앱결제,기혼,,서울특별시,종로구
3681,554543104,정상회원,여,52,연결앱결제,기혼,False,경기도,성남시
3682,554570944,정상회원,여,30,BC카드,미혼,False,경상남도,거제시
3683,554697152,정상회원,여,39,우리은행,미혼,False,경상남도,사천시
3684,555007104,정상회원,여,30,우리은행,기혼,False,서울특별시,양천구
3685,555489664,정상회원,여,36,기업은행,기혼,False,울산광역시,울주군
3686,555597312,정상회원,여,63,하나은행,,True,대구광역시,동구
3687,555608448,정상회원,여,62,신협중앙회,미혼,False,강원도,홍천군
3688,555701248,정상회원,여,40,연결앱결제,,False,전라북도,전주시
3689,555712384,정상회원,여,52,국민은행,기혼,False,서울특별시,노원구
3690,555987072,정상회원,여,35,신한카드,미혼,False,경기도,수원시
3691,556161536,정상회원,여,61,국민은행,기혼,False,경상북도,경산시
3692,556167104,정상회원,여,70,기업은행,미혼,False,경상남도,진주시
3693,556222784,정상회원,여,54,연결앱결제,기혼,True,경상북도,김천시
3694,556323008,정상회원,여,34,새마을금고,미혼,False,제주특별자치도,제주시
3695,556484480,정상회원,여,50,BC카드,미혼,False,경기도,고양시
3696,556742464,정상회원,여,30,롯데카드,,False,경상남도,창원시
3697,556775872,정상회원,여,37,국민은행,기혼,False,경상북도,경주시
3698,556790720,정상회원,여,36,신한카드,,False,대구광역시,달서구
3699,556913216,정상회원,여,41,기업은행,미혼,,충청북도,진천군
3700,556952192,정상회원,여,32,현대카드,미혼,False,광주광역시,서구
3701,557457024,정상회원,여,58,신한은행,미혼,True,대구광역시,서구
3702,557739136,정상회원,여,51,롯데카드,기혼,False,부산광역시,연제구
3703,557805952,정상회원,여,34,신한은행,,True,세종특별자치시,조치원읍
3704,557848640,정상회원,여,44,신한은행,미혼,True,광주광역시,서구
3705,557926592,정상회원,여,40,연결앱결제,미혼,,울산광역시,울주군
3706,558000832,정상회원,여,53,신한카드,미혼,,경기도,성남시
3707,558101056,정상회원,여,47,롯데카드,미혼,True,부산광역시,해운대구
3708,558108480,정상회원,여,68,롯데카드,미혼,False,경기도,평택시
3709,558136320,정상회원,여,33,국민은행,기혼,,경상북도,칠곡군
3710,558479680,정상회원,여,36,농협중앙회,,False,경상남도,진주시
3711,558490816,정상회원,여,49,BC카드,미혼,False,부산광역시,수영구
3712,558711680,정상회원,여,47,현대카드,,True,인천광역시,미추홀구
3713,558769216,정상회원,여,29,롯데카드,기혼,False,경기도,동두천시
3714,558867584,정상회원,여,38,롯데카드,,False,경기도,평택시
3715,558975232,정상회원,여,41,국민카드,미혼,False,충청북도,청주시
3716,559090304,정상회원,여,42,국민은행,미혼,False,부산광역시,해운대구
3717,559138560,정상회원,여,38,농협중앙회,미혼,False,전라북도,군산시
3718,559196096,정상회원,여,38,BC카드,기혼,,서울특별시,송파구
3719,559201664,정상회원,여,45,연결앱결제,기혼,False,경상남도,진주시
3720,559270336,정상회원,여,43,신한은행,,,부산광역시,기장군
3721,559326016,정상회원,여,61,연결앱결제,,False,서울특별시,서초구
3722,559348288,정상회원,여,55,연결앱결제,미혼,False,부산광역시,사하구
3723,559387264,정상회원,여,62,농협중앙회,기혼,True,경기도,포천시
3724,559483776,정상회원,여,52,기업은행,,False,부산광역시,해운대구
3725,559530176,정상회원,여,39,롯데카드,미혼,True,경기도,수원시
3726,559552448,정상회원,여,59,국민카드,기혼,False,경기도,양평군
3727,559971904,정상회원,여,29,신한카드,기혼,False,강원도,원주시
3728,560448896,정상회원,여,34,연결앱결제,미혼,,경상남도,거제시
3729,560597376,정상회원,여,51,우리은행,미혼,False,충청북도,충주시
3730,560725440,정상회원,여,39,연결앱결제,미혼,False,전라북도,익산시
3731,560812672,정상회원,여,36,하나은행,미혼,False,충청남도,당진시
3732,560823808,정상회원,여,71,하나은행,,False,대구광역시,달성군
3733,561020544,정상회원,여,39,우리은행,,False,부산광역시,부산진구
3734,561061376,정상회원,여,36,현대카드,,True,서울특별시,강남구
3735,561072512,정상회원,여,29,광주은행,미혼,True,전라남도,순천시
3736,561152320,정상회원,여,33,국민카드,미혼,,경기도,용인시
3737,561157888,정상회원,여,51,연결앱결제,기혼,False,충청남도,아산시
3738,561226560,정상회원,여,47,연결앱결제,미혼,False,부산광역시,동구
3739,561237696,정상회원,여,67,연결앱결제,기혼,False,서울특별시,마포구
3740,561391744,정상회원,여,62,국민은행,미혼,False,경기도,수원시
3741,561449280,정상회원,여,54,우체국,미혼,False,경기도,안양시
3742,561723968,정상회원,여,60,현대카드,기혼,False,서울특별시,마포구
3743,561848320,정상회원,남,35,국민카드,미혼,False,경상북도,경산시
3744,561937408,정상회원,여,38,국민카드,미혼,False,경상북도,포항시
3745,562084032,정상회원,여,54,롯데카드,,False,경상남도,창원시
3746,562124864,정상회원,여,30,우리은행,미혼,False,충청남도,서산시
3747,562173120,정상회원,여,40,하나은행,기혼,False,서울특별시,광진구
3748,562301184,정상회원,여,37,신한은행,미혼,True,세종특별자치시,조치원읍
3749,562306752,정상회원,여,45,연결앱결제,미혼,False,경상남도,김해시
3750,562314176,정상회원,여,51,신한은행,기혼,False,경상남도,창원시
3751,562538752,정상회원,여,54,연결앱결제,기혼,True,경상남도,양산시
3752,562540608,정상회원,여,54,농협중앙회,,False,강원도,인제군
3753,562561024,정상회원,남,44,하나은행,기혼,False,광주광역시,광산구
3754,562696512,정상회원,여,41,현대카드,기혼,True,경기도,하남시
3755,562796736,정상회원,여,53,국민은행,기혼,False,충청남도,아산시
3756,562817152,정상회원,여,39,신한은행,기혼,False,경상남도,진주시
3757,562857984,정상회원,여,39,신한은행,미혼,,충청북도,청주시
3758,562956352,정상회원,여,38,우리은행,미혼,,광주광역시,서구
3759,563010176,정상회원,여,42,롯데카드,,False,경상남도,창녕군
3760,563284864,정상회원,여,61,연결앱결제,,False,부산광역시,북구
3761,563333120,정상회원,남,34,농협중앙회,,,경기도,이천시
3762,563444480,정상회원,여,39,농협중앙회,기혼,False,부산광역시,연제구
3763,563522432,정상회원,여,59,농협중앙회,기혼,False,경상남도,통영시
3764,563630080,정상회원,여,36,하나은행,미혼,False,경기도,고양시
3765,563704320,정상회원,여,62,하나은행,미혼,True,전라남도,목포시
3766,563891776,정상회원,여,74,연결앱결제,미혼,False,충청남도,보령시
3767,563997568,정상회원,여,47,연결앱결제,미혼,True,경상남도,창원시
3768,564305664,정상회원,남,35,신한은행,기혼,False,강원도,원주시
3769,564309376,정상회원,여,31,경남은행,기혼,,부산광역시,남구
3770,564426304,정상회원,여,39,연결앱결제,,True,전라북도,군산시
3771,564513536,정상회원,여,34,SC제일은행,기혼,False,부산광역시,금정구
3772,564572928,정상회원,여,51,삼성카드,미혼,False,서울특별시,동대문구
3773,564695424,정상회원,여,45,롯데카드,기혼,False,부산광역시,강서구
3774,564916288,정상회원,여,49,광주은행,기혼,False,전라남도,여수시
3775,564934848,정상회원,여,35,연결앱결제,미혼,False,경상남도,진주시
3776,564955264,정상회원,여,40,롯데카드,기혼,True,서울특별시,영등포구
3777,565010944,정상회원,여,40,신한카드,,False,서울특별시,중랑구
3778,565447104,정상회원,여,30,광주은행,,False,충청북도,보은군
3779,565625280,정상회원,여,31,국민카드,기혼,,부산광역시,해운대구
3780,565686528,정상회원,여,36,연결앱결제,기혼,False,대구광역시,북구
3781,565898112,정상회원,여,43,롯데카드,미혼,False,경기도,파주시
3782,565907392,정상회원,여,58,롯데카드,기혼,False,부산광역시,부산진구
3783,566078144,정상회원,여,43,,기혼,True,대구광역시,달성군
3784,566111552,정상회원,여,58,신한카드,,,서울특별시,강서구
3785,566202496,정상회원,여,69,국민은행,기혼,False,대구광역시,달성군
3786,566319424,정상회원,여,42,국민은행,미혼,True,서울특별시,강남구
3787,566356544,정상회원,여,46,신한은행,,,광주광역시,북구
3788,566371392,정상회원,여,36,신한은행,미혼,False,경기도,시흥시
3789,566423360,정상회원,여,62,롯데카드,기혼,False,경기도,수원시
3790,566479040,정상회원,여,37,신한카드,미혼,False,경상남도,창원시
3791,566738880,정상회원,여,61,국민은행,미혼,True,강원도,동해시
3792,566740736,정상회원,여,30,국민은행,미혼,False,광주광역시,서구
3793,566783424,정상회원,여,30,우리은행,미혼,False,경상북도,칠곡군
3794,566794560,정상회원,여,30,연결앱결제,미혼,False,인천광역시,남동구
3795,566928192,정상회원,여,32,연결앱결제,미혼,False,서울특별시,강서구
3796,566980160,정상회원,여,32,신한은행,미혼,False,경상북도,구미시
3797,567180608,정상회원,여,56,국민은행,미혼,False,전라북도,군산시
3798,567217728,정상회원,여,38,우리은행,,False,강원도,춘천시
3799,567412608,정상회원,여,33,현대카드,미혼,False,경상남도,의령군
3800,567520256,정상회원,남,72,우리은행,기혼,True,충청남도,예산군
3801,567536960,정상회원,여,44,농협중앙회,기혼,True,강원도,춘천시
3802,567548096,정상회원,여,40,BC카드,기혼,False,충청북도,청주시
3803,567637184,정상회원,여,45,롯데카드,기혼,False,세종특별자치시,조치원읍
3804,567676160,정상회원,남,31,국민은행,기혼,False,서울특별시,동작구
3805,567785664,정상회원,여,37,롯데카드,기혼,False,대구광역시,수성구
3806,567900736,정상회원,여,59,현대카드,기혼,False,부산광역시,부산진구
3807,567939712,정상회원,여,35,국민은행,기혼,False,대전광역시,서구
3808,567971264,정상회원,여,35,농협중앙회,기혼,True,충청북도,진천군
3809,568218112,정상회원,여,61,롯데카드,기혼,False,부산광역시,남구
3810,568472384,정상회원,여,46,농협중앙회,,True,서울특별시,양천구
3811,568485376,정상회원,여,40,연결앱결제,,False,경기도,안성시
3812,568574464,정상회원,여,43,신한카드,미혼,False,경기도,광주시
3813,568867712,정상회원,여,35,롯데카드,기혼,False,충청남도,천안시
3814,569019904,정상회원,여,34,우리은행,기혼,True,부산광역시,부산진구
3815,569029184,정상회원,여,30,신한카드,미혼,False,대구광역시,중구
3816,569385536,정상회원,여,35,국민은행,,False,인천광역시,남동구
3817,569413376,정상회원,여,76,롯데카드,기혼,False,경상남도,김해시
3818,569548864,정상회원,여,38,롯데카드,미혼,,경기도,시흥시
3819,569699200,정상회원,여,39,국민은행,기혼,True,서울특별시,강서구
3820,569849536,정상회원,여,26,신한카드,미혼,True,충청남도,천안시
3821,570081536,정상회원,여,44,롯데카드,미혼,,경기도,부천시
3822,570281984,정상회원,여,34,연결앱결제,미혼,False,광주광역시,서구
3823,570283840,정상회원,여,41,신협중앙회,,False,충청북도,진천군
3824,570475008,정상회원,여,56,신한은행,미혼,False,부산광역시,사하구
3825,570493568,정상회원,여,34,연결앱결제,기혼,False,충청남도,아산시
3826,570499136,정상회원,여,61,국민은행,미혼,False,대전광역시,유성구
3827,570500992,정상회원,남,39,우리은행,기혼,False,전라북도,군산시
3828,570530688,정상회원,여,36,신한은행,미혼,False,경기도,안산시
3829,570578944,정상회원,여,36,농협중앙회,기혼,False,부산광역시,연제구
3830,570838784,정상회원,여,39,우리은행,기혼,True,경상남도,창녕군
3831,571198848,정상회원,여,35,농협중앙회,미혼,True,경상북도,구미시
3832,571358464,정상회원,여,73,경남은행,미혼,False,경기도,고양시
3833,571419712,정상회원,여,34,우리은행,기혼,,부산광역시,금정구
3834,571612736,정상회원,여,37,롯데카드,미혼,,경기도,수원시
3835,571690688,정상회원,여,36,신한은행,미혼,True,전라북도,전주시
3836,571818752,정상회원,여,39,연결앱결제,기혼,True,충청남도,홍성군
3837,571842880,정상회원,여,43,롯데카드,,True,충청북도,보은군
3838,571943104,정상회원,여,57,BC카드,,False,대전광역시,유성구
3839,571946816,정상회원,여,44,롯데카드,기혼,,경상남도,창원시
3840,571991360,정상회원,여,48,현대카드,기혼,False,대구광역시,수성구
3841,572008064,정상회원,여,32,부산은행,기혼,False,대전광역시,대덕구
3842,572052608,정상회원,여,46,신한은행,기혼,True,충청남도,예산군
3843,572175104,정상회원,여,77,롯데카드,미혼,False,부산광역시,해운대구
3844,572193664,정상회원,여,38,우리은행,기혼,True,충청남도,아산시
3845,572247488,정상회원,남,38,하나은행,미혼,False,인천광역시,남동구
3846,572421952,정상회원,여,54,우리은행,기혼,True,부산광역시,연제구
3847,572427520,정상회원,남,38,신한카드,기혼,False,경기도,시흥시
3848,572499904,정상회원,여,42,부산은행,미혼,False,경기도,포천시
3849,572603840,정상회원,여,37,우리은행,미혼,,경상남도,창원시
3850,572744896,정상회원,여,36,신한카드,,True,전라북도,군산시
3851,572859968,정상회원,여,39,연결앱결제,기혼,False,인천광역시,남동구
3852,572932352,정상회원,여,36,롯데카드,기혼,False,부산광역시,부산진구
3853,573017728,정상회원,여,34,신한은행,,False,경기도,양주시
3854,573270144,정상회원,여,37,국민카드,기혼,,서울특별시,강서구
3855,573336960,정상회원,여,39,농협중앙회,기혼,False,경기도,수원시
3856,573381504,정상회원,남,63,롯데카드,미혼,,경기도,평택시
3857,573390784,정상회원,남,36,BC카드,미혼,False,충청북도,옥천군
3858,573400064,정상회원,여,31,SC제일은행,기혼,False,대구광역시,달서구
3859,573439040,정상회원,여,45,롯데카드,기혼,False,대구광역시,수성구
3860,573685888,정상회원,여,62,농협중앙회,미혼,True,경상북도,경산시
3861,573789824,정상회원,여,33,삼성카드,미혼,False,경기도,의정부시
3862,573834368,정상회원,여,49,국민카드,기혼,False,서울특별시,금천구
3863,573852928,정상회원,여,38,우리은행,기혼,False,대전광역시,대덕구
3864,573993984,정상회원,여,44,하나은행,,False,서울특별시,서초구
3865,574155456,정상회원,여,49,신한은행,미혼,True,강원도,횡성군
3866,574289088,정상회원,여,59,국민카드,미혼,False,경기도,시흥시
3867,574439424,정상회원,여,58,농협중앙회,기혼,False,경기도,남양주시
3868,574680704,정상회원,여,38,농협중앙회,미혼,False,충청남도,천안시
3869,574844032,정상회원,여,47,신한카드,기혼,False,제주특별자치도,서귀포시
3870,574883008,정상회원,여,32,미래에셋증권,미혼,False,서울특별시,서대문구
3871,574884864,정상회원,여,66,부산은행,기혼,False,서울특별시,강동구
3872,575146560,정상회원,남,67,국민카드,,False,경기도,안양시
3873,575291328,정상회원,여,43,국민카드,,False,서울특별시,강동구
3874,575530752,정상회원,여,33,우리은행,기혼,,경상남도,고성군
3875,575582720,정상회원,여,37,신한은행,,False,경상남도,사천시
3876,575874112,정상회원,남,36,국민은행,,False,서울특별시,양천구
3877,575881536,정상회원,여,34,국민은행,,False,충청남도,태안군
3878,575937216,정상회원,여,34,국민은행,기혼,False,부산광역시,중구
3879,575939072,정상회원,남,42,새마을금고,기혼,False,울산광역시,동구
3880,575976192,정상회원,여,38,국민은행,기혼,True,경기도,수원시
3881,576033728,정상회원,여,40,하나은행,미혼,True,경기도,부천시
3882,576167360,정상회원,여,33,삼성카드,미혼,False,경기도,수원시
3883,576339968,정상회원,여,43,국민카드,,True,서울특별시,동대문구
3884,576388224,정상회원,여,35,신한은행,미혼,False,경상남도,김해시
3885,576724160,정상회원,여,32,국민은행,기혼,True,충청북도,청주시
3886,577008128,정상회원,여,31,현대카드,기혼,True,충청남도,아산시
3887,577028544,정상회원,여,38,롯데카드,기혼,False,전라북도,군산시
3888,577048960,정상회원,여,41,신협중앙회,,False,전라북도,전주시
3889,577076800,정상회원,여,36,BC카드,기혼,False,강원도,철원군
3890,577089792,정상회원,여,32,신한카드,미혼,False,대구광역시,북구
3891,577145472,정상회원,여,31,삼성카드,,False,대전광역시,서구
3892,577156608,정상회원,여,36,하나은행,기혼,,대구광역시,수성구
3893,577273536,정상회원,여,54,기업은행,기혼,,경기도,남양주시
3894,577548224,정상회원,여,69,BC카드,기혼,False,대구광역시,북구
3895,577635456,정상회원,남,36,기업은행,,False,서울특별시,영등포구
3896,577824768,정상회원,여,51,우리은행,기혼,,경기도,이천시
3897,577988096,정상회원,여,38,우리은행,,True,부산광역시,동래구
3898,578041920,정상회원,여,38,BC카드,미혼,True,경기도,수원시
3899,578077184,정상회원,여,56,롯데카드,기혼,True,충청북도,음성군
3900,578108736,정상회원,여,40,롯데카드,기혼,True,경상남도,진주시
3901,578218240,정상회원,여,52,롯데카드,기혼,False,전라북도,전주시
3902,578255360,정상회원,여,29,국민은행,미혼,False,대구광역시,수성구
3903,578257216,정상회원,여,46,롯데카드,기혼,False,전라북도,전주시
3904,578262784,정상회원,여,35,SC제일은행,미혼,False,경기도,수원시
3905,578368576,정상회원,여,42,우리은행,미혼,False,전라남도,영암군
3906,578530048,정상회원,여,52,국민은행,미혼,True,경상남도,창원시
3907,578672960,정상회원,여,32,삼성카드,미혼,True,서울특별시,강북구
3908,578724928,정상회원,여,31,부산은행,미혼,False,부산광역시,부산진구
3909,578763904,정상회원,여,37,국민은행,미혼,True,부산광역시,영도구
3910,578849280,정상회원,여,40,신한은행,미혼,False,경기도,화성시
3911,578955072,정상회원,여,34,신한카드,미혼,,서울특별시,은평구
3912,579025600,정상회원,여,42,새마을금고,기혼,False,부산광역시,사하구
3913,579123968,정상회원,여,51,국민은행,기혼,,경기도,의정부시
3914,579183360,정상회원,여,48,우리은행,미혼,,대전광역시,동구
3915,579196352,정상회원,여,47,농협중앙회,미혼,False,서울특별시,강서구
3916,579278016,정상회원,여,64,국민은행,미혼,False,서울특별시,종로구
3917,579432064,정상회원,여,29,국민은행,미혼,False,대전광역시,서구
3918,579524864,정상회원,여,38,롯데카드,기혼,True,경기도,용인시
3919,579556416,정상회원,여,39,롯데카드,,True,경상남도,양산시
3920,579675200,정상회원,여,56,롯데카드,기혼,False,인천광역시,남동구
3921,579743872,정상회원,여,35,외환은행,미혼,False,대구광역시,북구
3922,579849664,정상회원,여,68,신한카드,미혼,False,부산광역시,금정구
3923,579998144,정상회원,여,44,우리은행,기혼,False,충청남도,천안시
3924,580005568,정상회원,여,38,국민은행,기혼,False,세종특별자치시,장군면
3925,580283968,정상회원,여,37,신한은행,기혼,False,부산광역시,북구
3926,580395328,정상회원,여,40,외환은행,,False,대전광역시,유성구
3927,580412032,정상회원,여,49,국민은행,기혼,False,부산광역시,영도구
3928,580486272,정상회원,여,35,신한은행,미혼,False,부산광역시,강서구
3929,580595776,정상회원,여,63,롯데카드,기혼,False,전라북도,전주시
3930,580855616,탈퇴,여,46,BC카드,기혼,False,경기도,평택시
3931,581061632,정상회원,여,54,현대카드,미혼,False,서울특별시,강남구
3932,581104320,정상회원,여,53,국민은행,기혼,False,광주광역시,북구
3933,581137728,정상회원,여,52,국민카드,기혼,False,경기도,포천시
3934,581158144,정상회원,여,60,SC제일은행,미혼,False,서울특별시,광진구
3935,581397568,정상회원,여,68,삼성카드,미혼,True,경기도,양평군
3936,581512640,정상회원,여,56,신한은행,미혼,,경상남도,진주시
3937,581586880,정상회원,여,58,연결앱결제,미혼,False,경기도,수원시
3938,581811456,정상회원,여,53,롯데카드,기혼,False,강원도,춘천시
3939,581831872,정상회원,여,52,현대카드,미혼,True,충청남도,당진시
3940,581913536,정상회원,여,47,롯데카드,기혼,,강원도,태백시
3941,582100992,정상회원,여,54,,기혼,False,경기도,시흥시
3942,582331136,정상회원,여,47,기업은행,미혼,True,광주광역시,서구
3943,582342272,정상회원,여,44,농협중앙회,미혼,False,부산광역시,동래구
3944,582375680,정상회원,여,33,신한은행,기혼,True,서울특별시,마포구
3945,582739456,정상회원,여,65,롯데카드,기혼,True,대전광역시,서구
3946,582926912,정상회원,여,29,국민은행,미혼,False,서울특별시,마포구
3947,583064256,정상회원,여,39,농협중앙회,미혼,False,전라북도,정읍시
3948,583318528,정상회원,여,32,신한카드,,False,강원도,춘천시
3949,583689728,정상회원,여,41,신한은행,,,서울특별시,종로구
3950,583736128,정상회원,여,36,씨티은행,,False,경상북도,경산시
3951,583827072,정상회원,여,46,신한은행,기혼,False,대구광역시,중구
3952,584059072,정상회원,여,67,기업은행,기혼,False,경기도,가평군
3953,584066496,정상회원,여,37,국민카드,,False,경기도,김포시
3954,584450688,정상회원,여,58,신한은행,기혼,True,경상남도,창원시
3955,584521216,정상회원,여,35,국민은행,미혼,,경상북도,청송군
3956,584641856,정상회원,여,50,농협중앙회,,False,울산광역시,울주군
